,人物ID,著者名,作品ID,作品名,仮名遣い種別,翻訳者名等,入力者名,校正者名,状態,状態の開始日,底本名,出版社名,入力に使用した版,校正に使用した版
2785,1475,小川 未明,50999,金の輪,新字新仮名,,特定非営利活動法人はるかぜ,江村秀之,公開,2013-10-04,定本小川未明童話全集　1,講談社,1977（昭和52）年C第3刷,1977（昭和52）年A第2刷
2786,1475,小川 未明,54408,金の輪,新字新仮名,,鈴,小林繁雄,公開,2012-01-02,小川未明童話集,新潮文庫、新潮社,1977（昭和52）年6月10日40刷,1977（昭和52）年6月10日40刷
3300,91,尾崎 紅葉,50354,鬼桃太郎,新字新仮名,,田中哲郎,みきた,公開,2018-10-30,妖怪文藝〈巻之弐〉　響き交わす鬼,小学館文庫、小学館,2005（平成17）年10月1日初版第1刷,2005（平成17）年10月1日初版第1刷
3301,91,尾崎 紅葉,50355,鬼桃太郎,旧字旧仮名,,田中哲郎,みきた,公開,2019-01-10,名著複刻　日本児童文学館　第一集,ほるぷ出版,1976（昭和51）年5月,1980（昭和55）年3月
3343,40,織田 作之助,42689,雨,新字新仮名,,土屋隆,米田,公開,2011-12-07,日本文学全集72　織田作之助　井上友一郎集,集英社,1975（昭和50）年3月8日,1980（昭和55）年1月30日2版
3344,40,織田 作之助,53804,雨,新字新仮名,,kompass,小林繁雄,公開,2012-05-14,俗臭　織田作之助［初出］作品集,インパクト出版会,2011（平成23）年5月20日第1刷,2011（平成23）年5月20日第1刷
3387,40,織田 作之助,53806,放浪,新字新仮名,,kompass,小林繁雄,公開,2013-08-06,俗臭　織田作之助［初出］作品集,インパクト出版会,2011(平成23)年5月20日初版第1刷,2011(平成23)年5月20日初版第1刷
3388,40,織田 作之助,380,放浪,新字新仮名,,小林繁雄,伊藤時也,公開,2000-03-17,定本織田作之助全集　第一巻,文泉堂出版,,
3407,40,織田 作之助,1326,わが町,新字新仮名,,生野一路,小林繁雄,公開,2001-09-18,織田作之助　名作選集9,現代社,,
3408,40,織田 作之助,53808,わが町,新字新仮名,,kompass,小林繁雄,公開,2013-07-19,俗臭　織田作之助［初出］作品集,インパクト出版会,2011(平成23)年5月20日第1刷,2011(平成23)年5月20日第1刷
3501,933,折口 信夫,16032,最古日本の女性生活の根柢,新字新仮名,,高柳典子,多羅尾伴内,公開,2004-01-29,古代研究１－祭りの発生,中公クラシックス、中央公論新社,2002（平成14）年8月10日,
3502,933,折口 信夫,24436,最古日本の女性生活の根柢,新字旧仮名,,門田裕志,多羅尾伴内,公開,2004-01-29,折口信夫全集　2,中央公論社,1995（平成7）年3月10日初版,1995（平成7）年3月10日初版
3508,933,折口 信夫,46383,詩語としての日本語,新字新仮名,,門田裕志,仙酔ゑびす,公開,2007-04-18,昭和文学全集　第4巻,小学館,1993（平成5）年9月10日初版第2刷,1993（平成5）年9月10日初版第2刷
3509,933,折口 信夫,47189,詩語としての日本語,新字旧仮名,,門田裕志,仙酔ゑびす,公開,2008-09-03,折口信夫全集　12,中央公論社,1996（平成8）年3月25日初版,1996（平成8）年3月25日初版
3512,933,折口 信夫,24380,死者の書,旧字旧仮名,,門田裕志,多羅尾伴内,公開,2009-02-19,折口信夫全集　第廿四巻,中央公論社,1967（昭和42）年10月25日,1967（昭和42）年10月25日
3513,933,折口 信夫,24379,死者の書,旧字旧仮名,,門田裕志,多羅尾伴内,公開,2004-01-01,死者の書,角川書店,1947（昭和22）年7月1日,
3514,933,折口 信夫,4388,死者の書,新字旧仮名,,菅野朋子,成宮佐知子,公開,2012-08-23,死者の書,中公文庫、中央公論社,1989（平成元）年8月5日21版,1997（平成9）年6月20日27版
3515,933,折口 信夫,4398,死者の書,新字新仮名,,kompass,米田進,公開,2004-01-01,昭和文学全集　第4巻,小学館,1989（平成元）年4月1日初版第1刷,1989（平成元）年4月1日初版第1刷
3579,933,折口 信夫,47197,日本文学の発生,新字旧仮名,,門田裕志,仙酔ゑびす,公開,2009-09-14,折口信夫全集　4,中央公論社,1995（平成7）年5月10日初版,1995（平成7）年5月10日初版
3580,933,折口 信夫,47198,日本文学の発生,新字旧仮名,,門田裕志,仙酔ゑびす,公開,2009-09-17,折口信夫全集　4,中央公論社,1995（平成7）年5月10日初版,1995（平成7）年5月10日初版
3626,933,折口 信夫,16031,水の女,新字新仮名,,高柳典子,多羅尾伴内,公開,2004-01-26,古代研究１―祭りの発生,中公クラシックス、中央公論新社,2002（平成14）年8月10日,
3627,933,折口 信夫,24437,水の女,新字旧仮名,,門田裕志,多羅尾伴内,公開,2004-01-26,折口信夫全集　2,中央公論社,1995（平成7）年3月10日初版,1995（平成7）年3月10日初版
3635,933,折口 信夫,46385,役者の一生,新字新仮名,,門田裕志,仙酔ゑびす,公開,2007-04-23,昭和文学全集第4巻,小学館,1993（平成5）年9月10日初版第2刷,1993（平成5）年9月10日初版第2刷
3636,933,折口 信夫,47826,役者の一生,新字旧仮名,,門田裕志,酒井和郎,公開,2019-04-20,折口信夫全集　22,中央公論社,1996（平成8）年12月10日初版,1996（平成8）年12月10日初版
3638,933,折口 信夫,45498,山越しの阿弥陀像の画因,新字旧仮名,,門田裕志,仙酔ゑびす,公開,2007-03-17,折口信夫全集32,中央公論社,1998（平成10）年1月20日初版,1998（平成10）年1月20日初版
3639,933,折口 信夫,45499,山越しの阿弥陀像の画因,旧字旧仮名,,門田裕志,仙酔ゑびす,公開,2007-03-17,折口信夫全集　第廿七巻,中央公論社,1956（昭和31）年11月5日,1956（昭和31）年11月5日
3640,933,折口 信夫,46386,山越しの阿弥陀像の画因,新字新仮名,,門田裕志,仙酔ゑびす,公開,2007-03-17,昭和文学全集　第4巻,小学館,1993（平成5）年9月10日初版第2刷,1993（平成5）年9月10日初版第2刷
3706,984,葛西 善蔵,1070,哀しき父,新字旧仮名,,林田清明,松永正敏,公開,2000-09-21,現代日本文學大系　49　葛西善藏　嘉村礒多　相馬泰三　川崎長太郎　宮路嘉六　木山捷平　集,筑摩書房,1973（昭和48）年2月5日初版第1刷,
3707,984,葛西 善蔵,51219,哀しき父,旧字旧仮名,,川山隆,門田裕志,公開,2011-05-26,子をつれて,岩波文庫、岩波書店,2009（平成21）年2月19日第9刷,2009（平成21）年2月19日第9刷
3710,984,葛西 善蔵,47059,子をつれて,新字新仮名,,任天堂株式会社,小林繁雄、門田裕志,公開,2008-04-11,哀しき父・椎の若葉,講談社文芸文庫、講談社,1994（平成6）年12月10日第1刷,1994（平成6）年12月10日第1刷
3711,984,葛西 善蔵,51221,子をつれて,旧字旧仮名,,川山隆,門田裕志,公開,2011-06-09,子をつれて,岩波文庫、岩波書店,2009（平成21）年2月19日第9刷,2009（平成21）年2月19日第9刷
3712,984,葛西 善蔵,1097,椎の若葉,新字旧仮名,,林田清明,松永正敏,公開,2000-09-21,現代日本文學大系　49　葛西善藏　嘉村礒多　相馬泰三　川崎長太郎　宮路嘉六　木山捷平　集,筑摩書房,1973（昭和48）年2月5日初版第1刷,
3713,984,葛西 善蔵,51222,椎の若葉,旧字旧仮名,,川山隆,門田裕志,公開,2011-06-09,子をつれて,岩波文庫、岩波書店,2009（平成21）年2月19日第9刷,2009（平成21）年2月19日第9刷
3746,74,梶井 基次郎,47552,桜の樹の下には,新字旧仮名,,hoge,小林繁雄,公開,2008-03-12,現代日本文學大系　63　梶井基次郎・外村繁・中島敦集,筑摩書房,1987（昭和62）年9月15日初版第14刷,1987（昭和62）年9月15日初版第14刷
3747,74,梶井 基次郎,427,桜の樹の下には,新字新仮名,,j.utiyama,もりみつじゅんじ,公開,1998-10-10,檸檬・ある心の風景　他二十編,旺文社文庫、旺文社,1974（昭和49）年第4刷,1974（昭和49）年第4刷
3772,74,梶井 基次郎,46349,檸檬,旧字旧仮名,,高柳典子,小林繁雄,公開,2006-09-10,創作　檸檬,十字屋書店,1940（昭和15）年12月20日第2刷,1940（昭和15）年12月20日第2刷
3773,74,梶井 基次郎,424,檸檬,新字新仮名,,j.utiyama,野口英司,公開,1998-08-31,檸檬・ある心の風景　他二十編,旺文社文庫、旺文社,1974（昭和49）年第4刷,1974（昭和49）年第4刷
3950,248,上司 小剣,1334,鱧の皮,新字旧仮名,,鈴木厚司,林幸雄,公開,2001-03-02,現代日本文學体系21　岩野泡鳴・上司小劍・眞山青果・近松秋江集,筑摩書房,1975（昭和50）年3月5日第5刷,1985（昭和60）年11月10日第14刷
3951,248,上司 小剣,51230,鱧の皮,旧字旧仮名,,川山隆,門田裕志,公開,2011-06-25,鱧の皮,岩波文庫、岩波書店,2009（平成21）年2月19日第4刷,2009（平成21）年2月19日第4刷
4099,83,菊池 寛,47858,入れ札,新字新仮名,,川山隆,noriko saito,公開,2008-08-25,藤十郎の恋・恩讐の彼方に,新潮文庫、新潮社,1990（平成2）年1月15日第34刷,1990（平成2）年1月15日第34刷
4100,83,菊池 寛,486,入れ札,新字新仮名,,真先芳秋,大野晋,公開,1999-12-02,菊池寛　短篇と戯曲,文芸春秋,1988（昭和63）年3月25日第1刷,1988（昭和63）年3月25日第1刷
4140,83,菊池 寛,4822,真珠夫人,新字新仮名,,kompass,Juki、門田裕志、トレンドイースト,公開,2014-06-23,真珠夫人（下）,新潮文庫、新潮社,2002（平成14）年8月1日,2002（平成14）年8月1日
4141,83,菊池 寛,13217,真珠夫人,新字旧仮名,,kompass,松永正敏,公開,2005-04-03,菊池寛全集　第五巻,高松市菊池寛記念館刊行、文藝春秋社発売,1994（平成6）年3月15日,1994（平成6）年3月15日
4153,83,菊池 寛,47857,藤十郎の恋,新字新仮名,,川山隆,noriko saito,公開,2008-09-24,藤十郎の恋・恩讐の彼方に,新潮文庫、新潮社,1990（平成2）年1月15日第34刷,1990（平成2）年1月15日第34刷
4154,83,菊池 寛,503,藤十郎の恋,新字新仮名,,真先芳秋,野口英司,公開,1999-01-01,菊池寛　短篇と戯曲,文芸春秋,1988（昭和63）年3月25日第1刷,1988（昭和63）年3月25日第1刷
4261,1154,岸田 国士,44644,演出者として,新字旧仮名,,tatsuki,門田裕志,公開,2010-02-14,岸田國士全集24,岩波書店,1991（平成3）年3月8日,1991（平成3）年3月8日
4262,1154,岸田 国士,44861,演出者として,新字新仮名,,門田裕志,noriko saito,公開,2011-04-14,岸田國士全集28,岩波書店,1992（平成4）年6月17日,1992（平成4）年6月17日
4307,1154,岸田 国士,44753,感想,新字旧仮名,,tatsuki,門田裕志,公開,2010-07-15,岸田國士全集27,岩波書店,1991（平成3）年12月9日,1991（平成3）年12月9日
4308,1154,岸田 国士,44456,感想,新字旧仮名,,tatsuki,門田裕志,公開,2009-12-08,岸田國士全集23,岩波書店,1990（平成2）年12月7日,1990（平成2）年12月7日
4599,1154,岸田 国士,53193,隣の花,新字旧仮名,,kompass,門田裕志,公開,2012-04-11,岸田國士全集3,岩波書店,1990（平成2）年5月8日,1990（平成2）年5月8日
4600,1154,岸田 国士,44891,隣の花,新字旧仮名,,門田裕志,noriko saito,公開,2011-04-30,岸田國士全集28,岩波書店,1992（平成4）年6月17日,1992（平成4）年6月17日
4742,1154,岸田 国士,43581,方言について,新字旧仮名,,大野晋,多羅尾伴内,公開,2005-01-03,日本の名随筆　別巻66　方言,作品社,1996（平成8）年8月20日第1刷,
4743,1154,岸田 国士,44507,方言について,新字旧仮名,,tatsuki,門田裕志,公開,2009-11-10,岸田國士全集22,岩波書店,1990（平成2）年10月8日,1990（平成2）年10月8日
5093,106,北原 白秋,56910,白南風,新字旧仮名,,光森裕樹,岡村和彦,公開,2015-01-25,白秋全集　10,岩波書店,1986（昭和61）年4月7日,1986（昭和61）年4月7日初版
5094,106,北原 白秋,52391,白南風,旧字旧仮名,,岡村和彦,光森裕樹,公開,2015-01-25,白南風,アルス,1934（昭和9）年4月20日,1934（昭和9）年4月20日
5097,106,北原 白秋,52370,新頌,旧字旧仮名,,岡村和彦,川山隆,公開,2011-03-01,白秋詩歌集　第二卷,河出書房,1941（昭和16）年2月19日,　
5098,106,北原 白秋,52354,新頌,新字旧仮名,,岡村和彦,川山隆,公開,2011-03-01,白秋全集　5,岩波書店,1986（昭和61）年9月5日,　
5294,1052,久坂 葉子,59900,幾度目かの最期,新字新仮名,,kompass,The Creative CAT,公開,2019-12-31,幾度目かの最期,講談社文芸文庫、講談社,2005（平成17）年12月10日第1刷,2018（平成30）年4月12日第7刷
5295,1052,久坂 葉子,4970,幾度目かの最期,新字新仮名,,kompass,松永正敏,公開,2005-07-06,久坂葉子作品集　女,六興出版,1981（昭和56）年6月30日6刷,1979（昭和54）年2月20日2刷
5517,38,国木田 独歩,1410,画の悲み,旧字旧仮名,,鈴木厚司,小林繁雄,公開,2001-12-21,定本　国木田独歩全集　第二巻,学習研究社,1995（平成7）年7月3日増補版,1995（平成7）年7月3日増補版
5518,38,国木田 独歩,1411,画の悲み,新字新仮名,,鈴木厚司,mayu,公開,2001-05-28,日本児童文学名作集（上）　桑原三郎・千葉俊二編,岩波文庫、岩波書店,,
5528,38,国木田 独歩,334,少年の悲哀,新字新仮名,,紅邪鬼,鈴木厚司,公開,2000-07-07,号外・少年の悲哀　他六篇,岩波文庫、岩波書店,1981（昭和56）年4月10日第34刷,2000（平成12）年7月14日第38刷
5529,38,国木田 独歩,326,少年の悲哀,旧字旧仮名,,網迫,丹羽倫子,公開,1999-02-12,日本文學全集4 　國木田獨歩,新潮社,,
5664,1092,グリム ヴィルヘルム・カール,59748,ヘンゼルとグレーテル,新字新仮名,矢崎 源九郎,sogo,チエコ,公開,2021-09-20,グリム童話集（1）,偕成社文庫、偕成社,2009（平成21）年6月49刷,2014（平成26）年12月51刷
5665,1092,グリム ヴィルヘルム・カール,42315,ヘンゼルとグレーテル,新字新仮名,楠山 正雄,大久保ゆう,浅原庸子,公開,2004-07-15,世界おとぎ文庫（グリム篇）森の小人,小峰書店,1949（昭和24）年12月30日4版, 
5670,1092,グリム ヴィルヘルム・カール,42309,ラプンツェル,新字新仮名,中島 孤島,大久保ゆう,鈴木厚司,公開,2005-04-06,グリム童話集,冨山房,1938（昭和13）年12月12日,　
5671,1092,グリム ヴィルヘルム・カール,59640,ラプンツェル,新字新仮名,矢崎 源九郎,sogo,チエコ,公開,2020-12-16,グリム童話集（1）,偕成社文庫、偕成社,2009（平成21）年6月49刷,2014（平成26）年12月51刷
5708,1091,グリム ヤーコプ・ルートヴィッヒ・カール,59748,ヘンゼルとグレーテル,新字新仮名,矢崎 源九郎,sogo,チエコ,公開,2021-09-20,グリム童話集（1）,偕成社文庫、偕成社,2009（平成21）年6月49刷,2014（平成26）年12月51刷
5709,1091,グリム ヤーコプ・ルートヴィッヒ・カール,42315,ヘンゼルとグレーテル,新字新仮名,楠山 正雄,大久保ゆう,浅原庸子,公開,2004-07-15,世界おとぎ文庫（グリム篇）森の小人,小峰書店,1949（昭和24）年12月30日4版, 
5714,1091,グリム ヤーコプ・ルートヴィッヒ・カール,42309,ラプンツェル,新字新仮名,中島 孤島,大久保ゆう,鈴木厚司,公開,2005-04-06,グリム童話集,冨山房,1938（昭和13）年12月12日,　
5715,1091,グリム ヤーコプ・ルートヴィッヒ・カール,59640,ラプンツェル,新字新仮名,矢崎 源九郎,sogo,チエコ,公開,2020-12-16,グリム童話集（1）,偕成社文庫、偕成社,2009（平成21）年6月49刷,2014（平成26）年12月51刷
5775,1229,クロポトキン ピョートル・アレクセーヴィチ,50263,革命の研究,旧字旧仮名,大杉 栄,クロポトキン・プロジェクト,浜坂邦彦,公開,2014-08-07,革命の研究,コスモス書店,1946（昭和21）年4月20日,　
5776,1229,クロポトキン ピョートル・アレクセーヴィチ,50507,革命の研究,新字新仮名,大杉 栄,クロポトキン・プロジェクト,岩澤秀紀,公開,2013-03-26,大杉栄・伊藤野枝選集第一巻　クロポトキン研究,黒色戦線社,1986（昭和61）年6月1日,1986（昭和61）年6月1日
